,ticker,industry,market_cap,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30
10,BWE,Dịch vụ,9858.21,0.0,-0.92,-2.07,1.61,1.84,0.92,3.0,4.72,4.72,3.0,1.96,3.23,3.46,3.23,2.07,2.76,2.19,2.07,1.84,1.38,2.76,7.14,9.45,8.06,10.25,10.37,10.14,10.14,9.68,17.28,18.66,18.66,14.06,14.75,12.33,14.06,12.56,13.82,13.82,15.21,13.48,10.83,12.9,9.56,7.14,10.37,13.02,13.13,13.25,14.06,13.48,12.9,16.36,17.51,19.12,22.58,20.97,19.59,20.74,21.89,22.12,24.19,22.12,22.12,22.58,24.42,32.95,35.94,39.17,41.71,35.94,27.88,29.03,23.27,25.12,21.89,19.82,22.81,23.73,23.96,16.59,8.53,14.17,19.59,12.44,10.6,9.68,15.21,14.29,12.44,11.87,11.98,11.75,17.51,14.98,15.67,17.51,18.89,18.66,26.5,27.42,26.96,29.72,32.49,29.72,22.12,14.29,16.59,15.44,17.97,24.19,22.35,17.28,14.06,19.35,17.97,17.51,17.97,19.59,17.51
11,CAV,Công nghiệp - Hàng không,3248.15,0.0,0.17,0.34,0.34,0.17,-1.17,-1.17,0.5,0.5,-0.34,-1.01,-1.17,-1.17,-1.17,-0.34,-2.85,-1.01,0.17,0.17,0.17,1.17,0.67,-1.17,-1.17,-1.34,-0.5,-1.17,-0.34,0.5,-1.17,-1.17,-1.17,-1.17,0.5,-2.01,-1.01,-1.17,-1.01,-0.5,0.5,0.5,0.67,0.67,0.67,-1.01,0.5,-1.17,-1.17,-1.17,0.5,-1.17,-0.34,0.17,-0.34,-0.34,0.5,-0.34,-0.34,-1.17,-0.34,0.5,-1.17,-0.34,-0.5,-0.34,0.5,-1.17,3.69,5.36,5.53,4.52,4.69,4.86,4.69,4.69,-1.17,-1.68,-2.35,-4.52,-4.36,-6.03,-3.85,-7.2,-4.19,-4.52,-6.2,-9.55,-9.55,-6.2,-5.36,-5.36,-6.2,-6.2,-6.2,-6.2,-6.2,-4.52,-5.36,-5.36,-5.36,-5.36,-2.85,-6.2,-2.01,-2.85,-3.69,-4.52,-4.69,-6.2,-6.2,-6.2,-3.69,-3.69,1.34,-1.68,-1.68,-1.68,-3.35,-6.2,-6.2
12,CDN,Công nghiệp - Hàng không,2682.9,0.0,0.0,-0.34,-0.34,-1.35,-1.35,-1.69,-2.36,-2.03,-5.41,-5.41,-5.41,-4.05,-5.41,-7.43,-7.77,-12.16,-5.74,-10.47,-6.76,-3.72,-4.73,-5.41,-2.36,-2.03,-0.34,-1.35,0.0,-1.35,-1.35,-0.34,-0.68,-1.35,-0.68,-0.68,-0.68,-1.69,5.41,3.38,4.39,0.34,2.36,1.69,1.35,-0.34,-1.69,-0.68,-0.68,-0.34,-0.34,-1.69,0.68,0.68,-0.68,-0.68,-0.34,-2.03,3.38,1.35,0.34,1.01,-0.34,-0.34,-0.34,-1.35,-1.35,1.01,0.0,-1.35,1.01,-3.72,-2.03,-5.41,-3.72,-3.38,-5.41,-1.69,-1.35,-2.36,-5.41,-2.7,-5.41,-5.41,-2.7,-6.76,-10.47,-6.08,-6.08,-7.77,-6.08,-5.41,-5.74,-6.42,-6.08,-1.01,-1.01,-0.34,-6.42,-6.08,-6.76,-7.09,-3.04,-3.04,-4.05,-4.39,-4.39,-8.78,-7.09,-10.47,-8.78,-9.12,-8.78,-4.39,-6.08,-4.39,-5.41,-5.74,-5.74,-5.74,-2.03
13,CHP,Năng lượng,3459.79,0.0,0.0,-1.31,-1.53,-1.31,-3.27,-2.83,-3.05,-3.7,-5.01,-4.58,-4.14,-2.4,-2.4,-5.01,-3.7,-4.14,-4.14,-4.14,-4.14,-4.14,-5.01,-2.61,-2.83,-3.27,-3.27,-3.92,-1.96,-1.96,-3.05,-3.7,-3.49,-3.49,-3.49,-3.49,-3.27,-2.61,-3.49,-3.27,-2.83,-3.7,-3.49,-3.27,-3.27,-2.83,-2.83,-2.18,-2.4,-1.96,-1.96,-1.74,-1.31,-1.31,-1.09,0.0,-0.87,-1.09,0.22,2.18,4.14,4.36,3.92,3.7,3.49,2.4,0.87,0.22,2.4,-0.65,-1.53,-0.87,-0.87,-0.87,-1.53,-1.53,-1.53,0.65,1.09,3.7,3.49,8.93,8.93,11.11,13.29,12.85,3.7,4.58,4.58,6.32,5.88,5.88,4.58,3.27,3.92,4.14,3.49,4.58,9.8,8.06,8.06,4.14,5.45,9.8,10.24,9.8,6.54,5.88,5.88,5.45,8.5,8.5,8.93,7.63,2.83,2.83,4.58,5.66,4.58,5.45,2.4
14,CII,Công nghiệp - Hàng không,4100.04,0.0,6.85,9.27,16.73,8.67,14.11,6.25,-1.11,-7.96,-14.31,-20.26,-25.81,-27.82,-26.21,-31.35,-36.09,-40.52,-44.66,-43.55,-40.93,-45.06,-44.35,-42.64,-45.87,-47.08,-44.96,-41.13,-41.13,-37.1,-32.76,-32.06,-29.33,-32.46,-33.67,-35.08,-32.66,-33.67,-34.17,-32.46,-32.96,-37.3,-38.91,-37.8,-40.02,-41.53,-38.61,-38.1,-38.41,-37.8,-35.58,-31.15,-32.06,-32.26,-33.77,-37.9,-34.88,-39.01,-38.31,-34.48,-36.39,-36.39,-35.48,-36.49,-38.31,-42.54,-41.53,-41.53,-40.32,-43.35,-47.28,-50.91,-54.33,-51.81,-55.14,-53.63,-53.83,-53.43,-52.42,-54.64,-55.65,-58.47,-61.29,-61.29,-58.67,-60.28,-62.9,-62.3,-59.68,-59.68,-60.79,-58.06,-58.06,-55.85,-54.33,-55.75,-55.75,-55.95,-55.24,-55.04,-56.45,-57.36,-59.68,-58.06,-57.06,-57.86,-59.68,-62.5,-62.9,-64.72,-64.01,-66.43,-68.75,-69.96,-67.94,-66.03,-66.03,-65.32,-65.12,-65.93,-68.04
15,CMG,Công nghệ,6757.99,0.0,1.97,-1.64,-3.28,-6.56,-9.84,-9.84,-10.16,-10.98,-16.39,-18.69,-13.11,-13.11,-10.66,-15.41,-15.41,-15.57,-15.08,-10.82,-4.59,-3.93,-1.64,-8.2,-9.02,-9.34,-10.0,-8.2,-7.05,-7.05,-6.23,-7.05,-6.39,-7.7,-9.02,-9.84,-10.33,-10.33,-8.52,-8.36,-9.02,-11.15,-11.48,-8.52,-8.85,-9.34,-9.02,-9.02,-2.79,-2.46,-3.28,-9.51,-7.87,-7.38,-7.87,-8.52,-2.13,0.16,3.28,4.1,2.95,3.77,6.56,7.38,4.43,4.92,6.39,8.03,12.95,15.9,7.87,14.75,13.11,9.34,1.8,3.61,4.43,5.41,6.23,4.43,6.07,3.61,2.46,0.66,2.13,-3.28,-6.72,-11.48,-6.56,-3.28,-7.7,-4.1,-5.74,-8.52,-3.28,-3.28,-0.33,-0.33,-1.31,-4.43,-3.44,0.0,-0.98,-1.64,-0.33,0.0,-1.8,-5.74,-6.39,-8.2,-4.59,-6.07,-9.34,-9.34,-8.52,-9.84,-4.92,-1.8,-1.8,-3.61,-4.1
16,CSV,Vật liệu,1969.11,0.0,0.0,-0.71,-2.24,-6.24,-10.35,-7.41,-9.65,-11.06,-17.18,-14.35,-14.12,-12.47,-9.41,-10.59,-11.53,-11.53,-13.41,-13.41,-9.18,-2.82,-0.35,-2.0,3.53,8.71,8.94,9.18,11.88,13.53,10.59,14.12,14.59,16.35,24.47,25.88,23.29,26.59,33.41,31.76,40.94,38.12,45.18,43.06,41.18,31.29,24.71,33.41,31.76,31.53,33.18,41.18,45.88,47.06,48.24,57.65,55.29,50.59,47.06,50.12,42.59,44.71,45.18,41.65,31.76,25.65,34.35,41.18,36.94,34.12,38.82,36.24,30.59,21.65,13.18,14.35,15.29,18.12,23.76,25.18,20.71,19.06,10.82,9.18,9.41,1.76,-5.29,-11.88,-5.76,-1.88,1.65,1.65,0.94,-1.65,5.18,8.82,10.59,11.76,15.06,16.47,24.47,23.06,27.06,29.41,30.35,28.0,21.41,12.94,15.76,14.12,21.88,28.24,27.06,18.35,10.12,15.53,10.12,2.47,-1.18,1.18,5.18
17,CTG,Tài chính,129514.98,0.0,0.0,-2.16,-4.46,-4.17,-5.04,-1.73,1.15,2.01,0.72,-0.58,-2.59,-2.16,2.3,2.59,6.47,8.35,6.19,6.19,4.46,5.04,4.6,5.76,5.9,-0.43,0.58,-0.29,0.43,-0.43,-1.01,-0.43,0.29,-2.59,-2.59,-4.6,-4.17,-7.91,-6.19,-5.76,-7.48,-7.77,-7.91,-7.63,-7.19,-8.2,-8.06,-7.91,-5.9,-5.61,-5.47,-5.04,-5.47,-6.33,-7.34,-8.49,-7.91,-7.77,-6.62,-4.89,-5.47,-6.91,-6.19,-6.33,-7.77,-10.79,-9.35,-10.22,-10.79,-15.97,-17.27,-17.41,-16.55,-15.4,-21.29,-20.43,-18.56,-18.85,-20.14,-22.3,-19.71,-22.3,-27.63,-27.48,-23.17,-28.06,-31.22,-29.35,-24.46,-23.45,-24.89,-25.47,-28.06,-25.18,-22.59,-23.17,-22.3,-21.44,-19.71,-20.14,-20.14,-21.15,-21.73,-21.15,-20.29,-20.29,-22.01,-27.34,-27.34,-29.5,-28.92,-32.23,-34.96,-33.67,-32.09,-27.34,-28.78,-26.33,-23.17,-22.73,-24.75
18,DBC,Nông nghiệp,5069.94,0.0,0.68,0.14,1.08,-3.24,-4.05,-2.7,-3.51,-2.84,-3.11,-2.7,-2.43,-0.95,3.24,-1.35,-0.41,-0.95,-2.7,-3.38,-5.0,-3.38,-4.05,-2.57,0.0,0.0,0.0,4.46,3.38,3.92,4.73,7.3,6.89,3.78,5.54,3.78,5.41,4.05,7.43,5.41,6.08,1.22,-0.68,-1.08,-1.35,0.54,-0.41,0.41,0.54,-0.14,0.0,1.22,4.05,5.54,5.68,3.11,2.43,1.49,1.35,0.81,1.08,-47.3,-48.04,-49.32,-50.74,-51.89,-51.62,-51.55,-52.7,-55.81,-57.7,-60.14,-59.59,-58.58,-61.42,-60.81,-58.51,-58.11,-57.97,-60.88,-60.88,-62.43,-65.0,-66.35,-65.95,-68.31,-70.47,-71.62,-69.66,-69.12,-68.99,-67.84,-68.65,-68.58,-68.04,-65.81,-64.59,-64.59,-64.86,-66.28,-64.59,-65.47,-66.22,-67.16,-66.22,-66.35,-66.76,-69.05,-71.22,-72.36,-72.16,-73.18,-75.0,-76.69,-77.57,-76.01,-75.41,-73.72,-71.89,-71.89,-73.51
19,DCM,Nông nghiệp,16676.1,0.0,0.27,-0.81,-5.39,-11.99,-14.29,-15.9,-16.17,-21.97,-26.68,-21.56,-21.56,-21.83,-23.99,-29.25,-28.17,-29.51,-27.49,-27.22,-24.53,-23.18,-22.64,-19.81,-17.92,-21.02,-19.68,-17.25,-17.79,-17.25,-15.9,-18.87,-13.21,-7.14,-6.74,-0.27,-0.54,5.12,7.28,8.63,16.17,13.75,20.08,20.89,25.34,16.58,15.36,18.06,9.97,14.29,14.82,19.81,21.02,21.83,25.61,30.59,28.84,19.95,15.77,18.87,12.94,14.29,7.01,11.19,7.14,6.47,9.97,17.65,15.23,17.25,19.95,11.86,11.59,3.91,-3.23,2.43,-1.08,2.43,4.18,-3.1,-1.62,-3.5,-10.24,-16.44,-12.67,-18.73,-24.39,-29.65,-24.8,-19.54,-15.36,-12.13,-10.24,-8.09,-1.75,-4.85,-4.85,-6.06,0.4,5.66,4.58,9.7,16.58,14.56,13.88,14.29,6.33,-1.08,4.58,9.7,13.07,14.56,6.6,-0.81,-7.68,-4.45,-2.96,-9.7,-14.15,-12.94,-11.73
20,DGC,Vật liệu,41579.01,0.0,-1.63,-2.26,-3.83,-8.98,-10.23,-5.9,-8.04,-9.54,-15.82,-18.9,-13.25,-7.22,-7.09,-12.12,-9.48,-13.06,-15.88,-13.37,-10.23,-7.41,-7.72,-10.23,-8.35,-11.42,-11.24,-10.23,-7.72,-5.08,-4.9,-3.95,-1.44,1.63,1.57,2.39,2.45,4.21,11.49,11.49,19.21,14.25,18.64,17.39,18.08,12.99,12.18,18.64,16.51,18.71,25.24,33.96,42.56,39.67,41.24,47.46,43.44,45.64,43.13,43.13,38.73,34.97,36.1,39.99,35.59,35.59,45.07,55.18,55.68,53.8,59.95,52.54,55.05,49.4,38.98,39.99,42.5,43.13,51.22,50.28,48.65,45.01,34.9,33.08,33.08,23.79,15.13,13.06,20.97,27.43,34.97,33.71,34.71,39.99,43.44,41.18,34.34,34.97,40.36,44.26,46.64,-27.75,-25.86,-21.59,-19.65,-20.9,-20.28,-23.54,-21.03,-20.9,-15.44,-17.14,-21.53,-26.8,-29.69,-24.8,-23.04,-24.67,-25.49,-25.3,-26.87
21,DGW,Công nghệ,10355.3,0.0,-1.19,-2.61,-1.19,-3.72,-5.06,-4.35,-3.87,-2.77,-7.04,-11.86,-13.04,-18.97,-24.58,-29.8,-24.9,-19.68,-20.95,-17.0,-12.17,-13.44,-13.04,-14.62,-13.04,-12.81,-8.38,-9.09,-10.59,-9.88,-10.28,-11.54,-11.78,-10.67,-4.43,-2.85,0.4,-2.06,-2.37,-4.11,-5.69,-6.17,-6.72,-4.82,-5.93,-9.72,-11.07,-7.59,-1.19,-1.5,0.0,-2.69,4.11,4.82,12.09,17.0,12.25,15.57,12.25,16.52,15.89,15.89,16.6,8.46,8.7,4.98,8.93,14.39,14.94,22.92,24.9,17.0,20.55,12.17,4.35,2.77,6.01,6.72,9.88,7.98,5.85,-1.5,-8.38,-7.51,-8.46,-14.86,-20.79,-26.32,-21.19,-15.73,-15.49,-14.62,-14.47,-11.46,-5.3,-3.64,0.4,0.4,1.19,1.5,3.48,1.82,2.77,2.77,9.96,10.04,5.93,-1.42,-4.43,-2.13,1.19,-0.4,-3.56,-5.14,-11.78,-6.72,-5.53,-3.72,-4.51,-8.22,-8.3
22,DHC,Vật liệu,4689.63,0.0,-0.45,-0.45,-2.73,-3.3,-5.45,-4.66,-6.82,-6.7,-8.41,-9.2,-9.2,-9.2,-10.8,-13.64,-17.05,-13.41,-13.41,-11.36,-13.98,-12.5,-11.36,-11.36,-10.23,-10.8,-10.45,-11.25,-11.36,-11.14,-8.98,-8.86,-7.16,-8.64,-9.55,-8.86,-7.95,-9.55,-10.23,-10.68,-10.34,-12.5,-14.77,-16.48,-15.23,-17.05,-16.82,-16.59,-16.48,-16.48,-16.36,-16.36,-15.8,-16.48,-15.8,-16.25,-16.02,-10.23,-9.43,-5.91,-3.3,-3.41,-5.34,-5.11,-6.7,-11.36,-9.09,-10.23,-6.25,-5.68,-3.98,-5.8,-5.68,-7.95,-11.93,-7.95,-9.09,-9.09,-8.41,-11.48,-11.48,-12.39,-18.07,-14.77,-14.43,-15.34,-16.7,-17.05,-16.59,-15.91,-16.14,-15.91,-18.07,-18.3,-18.18,-18.18,-18.75,-18.86,-19.55,-19.2,-19.32,-19.43,-20.45,-21.48,-21.48,-22.16,-22.95,-27.84,-29.43,-28.41,-25.11,-22.84,-22.95,-23.86,-23.86,-26.14,-25.57,-25.57,-25.57,-26.14,-26.14
23,DIG,Bất động sản - Xây dựng,18246.02,0.0,6.96,5.9,13.25,8.32,15.86,7.83,0.29,-6.58,-13.06,-19.05,-24.66,-19.44,-13.83,-19.83,-18.76,-17.79,-23.5,-28.82,-33.75,-38.3,-34.04,-29.5,-33.27,-28.63,-23.69,-18.38,-17.12,-11.51,-8.12,-14.51,-10.06,-15.47,-14.8,-16.83,-11.03,-10.74,-9.67,-6.96,-8.99,-15.28,-14.8,-11.99,-14.89,-13.44,-11.7,-12.57,-11.41,-8.12,-1.74,-0.87,2.71,1.74,-1.35,-8.22,-1.84,-8.12,-10.54,-5.8,-8.12,-9.57,-15.86,-19.73,-19.15,-24.76,-23.11,-27.95,-32.98,-29.21,-30.17,-32.79,-37.43,-41.49,-45.55,-41.78,-37.72,-40.23,-37.14,-41.01,-43.81,-47.68,-51.26,-48.74,-45.16,-48.94,-52.47,-53.09,-49.9,-46.42,-46.42,-43.04,-47.0,-43.91,-41.88,-42.94,-41.78,-40.62,-41.59,-43.42,-46.13,-44.68,-48.55,-48.84,-46.81,-47.29,-49.71,-53.19,-56.38,-59.43,-62.23,-64.85,-67.26,-69.54,-67.41,-65.14,-66.1,-65.09,-62.67,-63.25,-65.76
24,DPM,Nông nghiệp,19351.48,0.0,-1.57,-3.94,-7.78,-14.07,-14.37,-12.4,-14.96,-20.87,-22.83,-17.52,-16.14,-15.35,-15.75,-21.56,-18.5,-19.69,-18.7,-20.87,-16.04,-12.99,-13.78,-11.42,-8.56,-10.04,-8.27,-4.72,-5.51,-3.35,-4.33,-6.69,-0.2,6.69,6.1,13.39,11.81,17.72,17.32,18.7,26.97,22.05,28.54,25.79,30.71,21.65,22.64,24.21,19.09,23.03,22.83,29.92,35.83,36.61,43.11,45.47,44.29,34.25,31.69,35.83,26.38,28.35,22.24,27.36,25.59,28.35,33.86,42.13,39.17,41.73,47.83,37.8,40.94,31.1,22.05,29.72,26.97,30.71,32.68,23.43,24.21,25.39,16.73,8.66,12.6,4.72,-2.56,-9.35,-3.05,3.15,5.31,9.25,8.27,8.27,15.75,11.22,11.81,11.22,17.32,21.85,21.06,25.79,32.87,32.87,31.5,31.69,22.64,14.17,18.9,21.06,23.82,24.02,17.32,9.25,1.77,4.33,3.94,-3.25,-3.74,-1.57,0.39
25,DPR,Nông nghiệp,3044.4,0.0,0.42,2.24,2.94,0.0,-0.14,-3.08,-3.64,-4.76,-11.33,-10.77,-9.37,-5.31,-4.9,-4.62,-4.62,-4.76,-7.83,-9.09,-6.99,-4.06,-2.24,-0.28,-0.42,1.82,1.96,2.8,2.8,3.36,7.41,6.15,6.71,4.48,7.13,7.69,7.41,6.29,6.29,10.63,8.53,11.89,11.89,11.19,6.43,2.94,3.5,4.9,4.48,4.34,11.61,10.35,18.04,18.04,19.72,21.68,21.54,18.04,19.02,27.27,31.47,32.31,34.97,28.11,26.99,21.4,29.79,30.21,36.78,39.86,33.71,24.48,15.8,10.49,3.5,10.63,15.38,13.85,17.48,12.87,12.17,7.27,-0.14,2.1,2.1,-4.48,-6.43,-4.2,2.38,4.48,6.71,6.57,3.08,3.08,8.25,6.29,6.29,7.83,9.37,7.69,8.53,11.89,11.47,11.47,19.16,19.16,17.2,9.09,6.57,4.48,5.59,4.9,1.26,1.54,2.8,4.34,4.62,6.57,6.43,4.34,0.42
26,DRC,Công nghiệp - Hàng không,3266.8,0.0,-0.3,-1.94,-1.04,-4.17,-4.92,-7.6,-8.05,-9.09,-14.75,-16.39,-15.65,-13.26,-14.46,-19.52,-17.73,-16.54,-16.39,-16.24,-12.67,-10.28,-9.39,-9.09,-8.49,-10.58,-10.88,-8.2,-6.41,-6.26,-7.0,-7.0,-7.0,-7.6,-5.07,-3.58,-3.58,-5.07,-4.02,-2.24,-1.94,0.15,1.94,0.15,-0.3,-2.83,-4.32,-2.68,1.19,-0.15,-1.04,-2.24,-2.53,-1.04,-0.45,-2.83,1.34,2.53,5.81,6.11,6.86,4.77,6.41,7.3,2.68,1.19,1.04,3.28,5.22,11.77,8.79,1.19,-3.13,-8.79,-14.75,-8.79,-5.66,-4.62,-3.43,-3.73,-3.58,-7.9,-14.31,-10.58,-9.84,-16.1,-21.91,-21.01,-15.5,-14.61,-15.95,-14.46,-13.86,-13.86,-12.37,-8.49,-10.13,-9.24,-9.39,-12.97,-13.56,-13.86,-11.77,-8.94,-5.51,-6.11,-8.94,-15.2,-13.56,-15.5,-14.46,-14.61,-18.03,-21.01,-20.57,-19.52,-19.08,-17.44,-16.24,-18.18,-18.93
27,DTK,Năng lượng,8636.0,0.0,0.0,-1.82,-3.03,-5.45,-6.06,-4.85,-7.27,-6.67,-13.33,-13.33,-13.33,-9.09,-9.09,-9.09,-9.09,-9.09,-15.76,-9.09,-9.09,-4.85,-4.24,-7.88,-7.88,-7.27,-7.27,-7.27,-6.06,0.0,-4.24,-8.48,-8.48,-4.24,-10.91,-10.91,-7.88,-8.48,-8.48,-8.48,-7.88,-6.06,-7.88,-7.88,-5.45,-7.88,-7.88,-10.91,-8.48,-9.09,-9.09,-8.48,-8.48,-8.48,-8.48,-8.48,-8.48,-8.48,-8.48,-9.09,-11.52,-9.09,-9.09,-9.09,-9.09,-11.52,-11.52,-11.52,0.0,-13.94,-13.33,-17.58,-20.0,-15.76,-15.76,-15.76,-19.39,-18.18,-18.18,-18.18,-17.58,-15.76,-15.76,-15.76,-15.76,-15.76,-22.42,-23.03,-21.82,-21.82,-21.82,-21.82,-26.67,-26.67,-27.27,-24.24,-24.24,-24.24,-23.03,-23.03,-23.03,-26.06,-18.79,-18.79,-18.18,-23.03,-21.21,-24.85,-30.3,-27.27,-27.27,-27.27,-21.21,-28.48,-27.27,-27.27,-24.85,-24.85,-21.21,-21.82,-23.03
28,EIB,Tài chính,39833.63,0.0,1.18,0.88,-1.47,-3.54,-2.51,-0.29,0.88,-0.15,-2.95,-4.57,-6.49,-4.13,-1.47,-0.29,2.95,3.98,4.13,10.47,6.05,5.31,2.65,3.24,5.6,7.82,9.88,5.6,6.49,6.05,4.13,3.24,-2.65,-0.88,2.95,-0.15,-0.15,-5.6,-5.46,-7.08,-1.62,-2.21,2.51,1.18,4.42,7.96,9.14,10.47,8.7,6.19,6.78,6.93,9.0,6.93,8.55,8.41,10.62,10.32,8.85,9.73,8.26,7.08,7.52,6.34,3.54,-0.29,0.59,-0.29,-1.77,-6.64,-7.52,-7.67,-9.44,-6.19,-10.62,-9.29,-9.14,-11.5,-11.5,-13.42,-11.65,-12.68,-13.27,-13.27,-7.23,-6.78,-7.67,-8.26,-7.08,-7.08,-10.32,-8.85,-9.0,-6.78,-4.13,-4.13,0.59,0.29,-2.06,-4.13,-5.75,-7.08,-7.23,-10.03,-8.26,-10.47,-10.32,-8.85,-7.67,-9.44,-9.73,-7.52,-7.37,-7.08,-6.49,-6.05,-7.23,-7.23,-1.03,-5.6,-5.6
29,ELC,Công nghệ,799.57,0.0,0.39,0.39,-0.39,-5.79,-7.34,-9.27,-8.69,-8.69,-13.51,-18.53,-18.53,-13.13,-12.55,-14.86,-16.41,-16.22,-16.02,-13.13,-11.2,-9.27,-9.65,-9.85,-11.2,-13.13,-13.71,-14.86,-15.06,-9.27,-8.69,-5.21,-5.41,-10.81,-8.49,-9.07,-7.34,-9.65,-9.65,-7.72,-6.18,-5.02,-5.79,-1.35,0.77,-0.97,-2.12,-1.93,-1.54,0.0,0.39,-1.16,-3.47,0.39,-0.58,-2.7,3.47,6.56,7.72,6.18,4.25,11.39,12.36,8.11,0.58,-2.12,3.86,3.86,6.18,13.51,9.65,8.11,0.58,-6.37,-12.74,-18.73,-13.9,-13.9,-14.09,-12.74,-14.29,-20.27,-25.68,-30.69,-30.12,-34.17,-38.03,-36.29,-31.85,-30.5,-30.5,-29.73,-32.05,-31.27,-28.96,-26.64,-25.48,-24.71,-26.25,-26.64,-25.48,-22.78,-23.55,-24.9,-23.36,-23.17,-28.19,-33.2,-35.14,-39.58,-38.8,-40.93,-44.98,-48.65,-45.17,-41.51,-38.22,-36.49,-36.1,-36.68,-39.77
30,FMC,Nông nghiệp,3844.87,0.0,3.85,1.92,1.92,0.77,0.0,-0.58,-0.58,-0.96,-5.77,-5.67,-6.54,-6.54,-5.38,-8.08,-5.29,-2.88,-3.27,-3.27,-2.12,1.92,1.15,0.77,0.96,4.42,5.0,5.77,10.0,12.88,13.08,13.85,15.38,13.46,15.38,17.31,18.27,19.04,19.04,16.54,14.81,11.54,13.46,19.23,20.19,19.23,20.19,20.19,18.85,18.08,17.88,17.5,18.65,19.23,21.92,30.38,30.38,31.73,28.08,30.38,30.77,35.77,35.77,33.65,32.5,31.73,33.65,39.42,41.15,42.31,41.73,36.73,36.73,27.31,18.46,15.19,22.88,23.08,28.46,30.58,30.77,30.58,17.88,23.08,22.69,14.23,6.35,-0.96,5.38,6.54,7.5,6.73,6.73,6.54,13.85,15.19,19.04,20.19,20.19,27.88,30.77,32.31,30.77,33.65,32.5,31.73,23.08,14.62,15.38,15.38,17.31,18.46,21.54,20.96,16.73,20.96,19.42,20.58,18.27,17.12,13.08
31,FPT,Công nghệ,96538.34,0.0,0.11,0.0,-0.11,-1.6,-4.28,-4.17,-1.5,-2.35,-4.81,-5.78,-5.45,-2.78,-5.67,-8.77,-7.49,-8.02,-8.13,-4.28,-4.28,-3.1,-2.99,-1.6,-2.03,-2.67,-2.57,-2.35,-0.75,-1.39,0.0,-0.64,-0.53,-1.6,-1.28,-0.21,-0.11,-0.43,-0.11,0.0,0.32,1.39,2.14,1.18,-0.32,-1.82,-2.67,-2.03,-1.6,1.71,1.93,3.1,3.21,2.67,2.35,4.92,12.19,13.37,14.44,18.72,16.9,16.58,20.86,21.18,16.04,17.43,23.1,24.71,22.99,23.53,19.79,19.79,19.79,18.82,10.59,11.55,10.16,12.83,12.3,11.76,11.98,7.17,0.53,5.24,8.98,2.25,0.11,-0.32,6.63,4.49,3.74,4.28,3.21,5.03,12.3,12.94,19.57,19.04,17.54,19.57,19.25,21.93,20.86,23.64,22.99,23.32,17.65,-7.81,-4.71,-3.21,-1.6,-1.6,-1.6,-4.71,-9.63,-8.56,-8.56,-7.49,-4.06,-3.74,-7.81
32,FRT,Công nghệ,10520.36,0.0,-1.05,-7.89,-6.53,-9.68,-16.0,-15.16,-12.63,-7.37,-13.79,-17.89,-14.21,-12.74,-12.63,-16.11,-15.16,-15.16,-12.63,-7.68,-1.26,-1.05,0.84,2.11,4.21,3.26,3.37,-0.84,0.84,7.89,14.21,22.11,22.74,31.26,31.58,28.74,30.53,33.68,34.11,36.84,36.84,27.26,26.21,34.95,35.47,31.37,34.21,43.58,53.47,52.42,54.84,50.53,56.84,57.89,63.68,62.63,64.21,64.21,58.0,60.21,61.05,61.58,64.63,60.0,55.47,52.63,63.16,74.0,73.16,70.0,78.74,76.95,74.74,62.53,51.16,52.63,53.68,57.16,64.74,66.0,60.53,49.37,38.95,29.47,32.84,23.58,14.95,6.95,14.42,19.47,15.79,14.21,17.37,19.89,28.21,31.05,39.79,37.68,30.42,38.42,43.16,43.37,42.42,1.16,8.11,5.68,4.21,-3.05,-5.26,-3.79,2.84,7.37,2.11,-4.95,-11.58,-5.47,-4.53,-6.32,-1.05,-4.0,-4.0
