,ticker,industry,market_cap,2022-01-04,2022-01-05,2022-01-06,2022-01-07,2022-01-10,2022-01-11,2022-01-12,2022-01-13,2022-01-14,2022-01-17,2022-01-18,2022-01-19,2022-01-20,2022-01-21,2022-01-24,2022-01-25,2022-01-26,2022-01-27,2022-01-28,2022-02-07,2022-02-08,2022-02-09,2022-02-10,2022-02-11,2022-02-14,2022-02-15,2022-02-16,2022-02-17,2022-02-18,2022-02-21,2022-02-22,2022-02-23,2022-02-24,2022-02-25,2022-02-28,2022-03-01,2022-03-02,2022-03-03,2022-03-04,2022-03-07,2022-03-08,2022-03-09,2022-03-10,2022-03-11,2022-03-14,2022-03-15,2022-03-16,2022-03-17,2022-03-18,2022-03-21,2022-03-22,2022-03-23,2022-03-24,2022-03-25,2022-03-28,2022-03-29,2022-03-30,2022-03-31,2022-04-01,2022-04-04,2022-04-05,2022-04-06,2022-04-07,2022-04-08,2022-04-12,2022-04-13,2022-04-14,2022-04-15,2022-04-18,2022-04-19,2022-04-20,2022-04-21,2022-04-22,2022-04-25,2022-04-26,2022-04-27,2022-04-28,2022-04-29,2022-05-04,2022-05-05,2022-05-06,2022-05-09,2022-05-10,2022-05-11,2022-05-12,2022-05-13,2022-05-16,2022-05-17,2022-05-18,2022-05-19,2022-05-20,2022-05-23,2022-05-24,2022-05-25,2022-05-26,2022-05-27,2022-05-30,2022-05-31,2022-06-01,2022-06-02,2022-06-03,2022-06-06,2022-06-07,2022-06-08,2022-06-09,2022-06-10,2022-06-13,2022-06-14,2022-06-15,2022-06-16,2022-06-17,2022-06-20,2022-06-21,2022-06-22,2022-06-23,2022-06-24,2022-06-27,2022-06-28,2022-06-29,2022-06-30
55,LGC,Công nghiệp - Hàng không,8090.26,0.0,0.0,-0.52,-0.62,-0.62,5.82,3.95,3.95,3.01,3.01,-1.46,-1.46,-6.44,-0.83,-0.83,-0.83,-6.44,-6.44,-6.44,-4.68,-10.6,-10.6,-10.6,-10.6,-8.73,-8.73,-8.73,-8.73,-3.33,-6.44,-0.21,-0.21,-2.39,3.95,11.23,11.23,3.53,-3.43,-3.74,-3.95,-3.33,-3.33,-9.88,-8.52,-4.37,-4.57,-4.57,-10.19,-10.08,-9.98,-9.98,-10.6,-10.71,-10.71,-10.71,-6.76,-6.76,-4.78,-11.33,-5.2,-3.95,-4.16,-8.32,-8.63,-7.8,-8.0,-4.57,-11.23,-8.73,-9.04,-14.76,-10.71,-11.95,-9.77,-9.77,-9.77,-4.68,-11.33,-11.33,-11.33,-11.43,-17.57,-13.93,-10.81,-6.13,-8.94,-8.94,-9.77,-10.91,-10.91,-11.12,-11.12,-12.06,-12.68,-12.68,-12.89,-12.89,-13.1,-8.73,-8.73,-9.04,-9.04,-9.04,-9.04,-9.04,-6.44,-12.89,-9.77,-9.77,-10.19,-10.4,-10.4,-10.4,-10.4,-10.4,-10.4,-10.4,-12.79,-12.79,-12.79
56,MBB,Tài chính,91435.39,0.0,-1.37,-2.58,-1.72,-3.44,-4.12,0.34,2.06,1.89,1.37,2.75,2.06,2.92,9.28,10.31,12.03,14.43,13.4,15.81,16.15,16.15,14.43,15.98,16.67,9.97,12.37,12.2,14.09,12.2,12.2,18.21,18.04,16.84,17.18,18.21,16.84,11.68,13.75,13.06,10.65,6.53,5.67,6.7,8.08,8.76,8.59,10.31,10.82,10.31,10.65,11.51,10.48,10.14,9.28,8.25,9.97,12.2,13.23,14.43,13.4,12.2,14.6,15.81,14.09,10.82,12.03,11.0,7.9,4.12,0.69,1.37,3.09,3.09,-3.44,0.86,2.06,1.2,2.41,-0.69,-0.34,-3.78,-9.97,-7.04,-5.5,-11.86,-17.18,-15.46,-9.62,-8.42,-8.08,-7.22,-9.62,-7.73,-3.61,-4.98,-3.78,-3.44,-4.64,-5.15,-6.53,-5.84,-6.36,-7.39,-3.95,-4.47,-5.5,-11.86,-12.37,-14.43,-14.43,-19.93,-22.68,-22.85,-19.42,-17.35,-18.56,-17.18,-15.12,-15.12,-16.84
57,MBG,Công nghệ,764.02,0.0,2.55,12.74,10.83,5.73,4.46,4.46,-5.73,-7.64,-16.56,-24.84,-24.84,-17.83,-16.56,-24.84,-19.75,-21.66,-24.2,-22.93,-18.47,-16.56,-15.92,-15.92,-16.56,-19.75,-19.75,-16.56,-12.1,-11.46,-10.83,-14.01,-13.38,-18.47,-17.2,-12.1,-3.82,-5.1,-5.1,-3.82,-1.27,-3.18,-4.46,-4.46,-5.73,-6.37,-7.01,-5.1,-3.82,-4.46,-3.82,-5.1,-1.27,-1.27,2.55,-3.18,0.0,-7.64,-7.01,-5.73,-5.73,-5.73,-9.55,-14.65,-17.83,-21.66,-16.56,-16.56,0.0,0.0,-32.48,-29.94,-31.85,-32.48,-38.85,-34.39,-32.48,-33.12,-31.21,-31.85,-33.12,-36.31,-42.04,-40.76,-38.85,-43.95,-49.04,-48.41,-43.31,-42.04,-43.31,-42.68,-43.31,-43.31,-40.76,-40.13,-40.13,-36.94,-37.58,-39.49,-39.49,-40.76,-40.76,-43.31,-40.76,-40.76,-42.68,-48.41,-48.41,-53.5,-52.87,-56.69,-59.87,-60.51,-57.96,-56.05,-56.05,-54.78,-54.78,-54.14,-56.69
58,MSH,Hàng tiêu dùng,3615.68,0.0,0.39,-2.06,-0.64,-2.32,-5.93,-3.35,-0.77,1.42,-3.09,-1.16,-2.32,-3.74,-4.77,-3.35,-2.96,-3.48,-3.99,2.58,-0.77,0.64,1.03,1.8,1.68,1.93,0.13,-0.13,1.29,1.16,5.67,5.54,3.99,2.19,3.09,4.77,3.99,2.45,4.38,4.38,4.38,1.16,0.26,2.32,1.29,2.84,2.06,2.06,3.48,2.58,2.58,1.42,0.39,1.03,5.15,5.28,11.08,11.08,12.11,15.98,15.98,14.95,12.76,13.4,21.26,21.26,18.56,26.55,30.54,30.8,28.22,25.0,26.93,18.17,9.92,17.27,21.78,20.75,18.04,9.79,11.34,4.38,-2.84,-6.44,-7.73,-11.73,-17.78,-16.24,-10.44,-9.15,-9.79,-9.66,-11.73,-13.66,-11.34,-6.57,-5.15,-1.42,-0.77,0.64,3.09,4.12,1.8,-27.96,-22.94,-22.81,-26.55,-31.57,-30.8,-33.38,-28.74,-26.68,-27.32,-28.74,-33.63,-31.7,-33.51,-31.7,-32.22,-31.96,-34.15
59,MSN,Tài chính,155897.86,0.0,-5.29,-9.53,-9.41,-10.0,-14.76,-14.76,-14.82,-14.82,-16.47,-16.41,-11.0,-11.29,-11.18,-15.88,-10.0,-13.53,-16.47,-15.88,-13.0,-14.41,-13.76,-12.0,-11.88,-10.82,-5.59,-7.0,-4.12,-3.94,-5.71,-7.35,-7.53,-6.18,-7.06,-8.24,-7.94,-7.65,-6.41,-5.12,-6.94,-6.59,-8.53,-11.76,-16.18,-19.94,-17.0,-17.35,-18.82,-19.59,-14.71,-12.65,-13.53,-13.76,-13.88,-14.35,-15.29,-15.29,-16.35,-13.82,-11.76,-10.82,-9.53,-11.18,-12.65,-26.24,-25.35,-26.06,-26.47,-27.06,-29.12,-26.88,-27.65,-27.47,-31.76,-31.76,-30.0,-31.47,-31.76,-33.47,-30.0,-31.18,-32.41,-31.71,-34.18,-38.76,-43.0,-46.94,-43.24,-39.29,-35.06,-36.59,-38.53,-35.88,-35.0,-36.12,-35.29,-35.29,-33.88,-32.35,-32.76,-33.65,-31.18,-30.65,-29.82,-30.29,-31.18,-35.88,-37.47,-37.65,-34.88,-31.18,-34.71,-34.71,-37.65,-35.29,-35.59,-33.53,-32.94,-32.94,-34.12
60,MVB,Vật liệu,1911.0,0.0,-2.65,-3.41,-4.92,-4.55,-4.55,-2.27,-3.79,-3.03,-6.44,-7.58,-5.3,-7.2,-1.52,-9.09,-3.79,-3.79,-4.92,-9.85,-3.79,-6.06,-7.2,-6.44,-0.76,-4.55,-7.95,-4.92,-5.68,-7.2,-6.82,-9.85,-6.44,-6.44,-3.41,1.89,-0.38,0.38,4.92,3.79,6.06,1.89,-1.14,3.41,3.03,-1.52,0.76,0.38,-0.76,0.0,0.76,1.52,0.38,0.38,1.89,-1.14,0.38,4.17,4.17,4.17,1.14,1.89,0.76,0.76,0.76,-1.52,-6.06,-6.82,0.0,0.0,-6.06,-9.09,-9.09,-9.09,-5.3,-7.95,-7.95,-8.33,-9.09,-9.09,-6.44,-7.58,-14.77,-6.44,-6.44,-6.44,-6.44,-15.53,-12.88,-12.88,-12.88,-12.88,-16.67,-16.67,-11.36,-16.67,-16.67,-13.64,-14.02,-16.67,-17.05,-20.08,-19.7,-18.56,-15.91,-14.77,-13.26,-18.56,-24.24,-29.92,-26.52,-28.03,-28.79,-33.71,-33.71,-31.82,-31.82,-31.82,-31.82,-31.06,-31.06
61,MWG,Công nghệ,102898.79,0.0,-0.51,-0.22,-1.67,-3.48,-4.35,-1.31,-1.67,-2.76,-5.66,-5.59,-4.28,-3.7,-3.34,-5.73,-4.93,-4.28,-4.57,-3.85,-2.83,-1.09,-0.58,-1.09,-1.81,-4.21,-3.27,-3.56,-2.39,-2.76,-2.83,-0.07,0.0,-0.73,-0.15,-1.31,-1.31,-2.39,-0.94,-1.45,-2.61,-2.61,-2.9,-3.12,-3.48,-4.43,-4.64,-4.64,-5.08,-4.5,-2.1,-1.89,-2.03,-2.76,0.8,4.5,6.31,4.79,5.81,13.21,12.48,12.63,15.24,12.48,8.85,10.81,13.35,15.75,16.26,16.26,13.21,13.21,12.84,13.06,5.15,7.98,6.82,5.22,8.27,8.49,8.42,6.39,-1.02,1.67,2.32,-2.47,-9.22,-10.74,-4.5,-3.12,-3.48,-2.76,-5.08,-3.48,0.87,0.87,6.46,5.37,5.15,5.59,7.18,11.18,12.26,11.03,11.32,10.89,8.85,1.6,4.14,7.18,-42.67,-43.61,-46.37,-46.66,-49.35,-47.39,-47.82,-48.11,-47.17,-47.02,-48.11
62,NKG,Vật liệu,4923.29,0.0,-0.26,-4.27,-5.05,-5.82,-6.34,-4.14,-1.94,-3.49,-8.67,-13.84,-16.95,-13.45,-15.65,-21.47,-19.15,-19.02,-19.02,-18.76,-15.14,-9.31,-2.98,-1.03,1.42,2.98,2.2,2.2,2.98,7.12,5.56,4.27,6.34,4.27,6.86,14.23,17.08,21.35,28.85,26.13,30.4,27.04,32.47,32.47,29.24,20.83,20.31,20.57,17.08,19.53,22.38,27.68,26.26,26.52,29.24,34.02,31.95,27.3,21.99,24.19,22.9,21.47,22.9,20.18,16.17,8.15,9.7,12.55,11.51,5.56,-1.81,-1.68,-0.65,-2.2,-8.93,-8.93,-6.08,-5.56,-3.36,-7.89,-9.7,-10.74,-16.95,-16.95,-17.59,-23.29,-28.59,-33.51,-28.98,-24.97,-25.74,-23.16,-22.38,-26.65,-23.03,-22.12,-19.66,-19.79,-22.51,-25.49,-25.49,-38.42,-41.27,-44.63,-42.3,-38.29,-38.94,-43.21,-46.44,-50.06,-50.19,-53.56,-56.79,-59.51,-57.31,-56.66,-55.24,-52.39,-52.91,-50.97,-53.95
63,NT2,Năng lượng,7268.87,0.0,-1.85,-2.96,-2.4,-7.58,-7.58,-4.99,-10.17,-11.83,-17.93,-18.3,-18.48,-15.16,-14.6,-16.64,-15.34,-17.19,-18.3,-17.38,-13.49,-12.75,-12.01,-11.83,-11.83,-12.01,-12.01,-10.54,-10.91,-10.72,-9.06,-11.46,-11.83,-16.45,-16.08,-14.97,-14.23,-15.16,-15.34,-15.34,-12.75,-14.97,-15.34,-15.71,-16.64,-16.82,-16.45,-16.45,-16.64,-15.9,-15.71,-15.9,-14.23,-13.68,-14.42,-15.34,-13.49,-12.57,-9.8,-9.98,-14.79,-14.23,-11.28,-11.28,-12.38,-14.97,-15.34,-14.79,-12.2,-8.32,-10.17,-10.72,-14.6,-16.82,-22.55,-17.19,-17.19,-18.67,-17.01,-14.6,-15.71,-17.01,-22.55,-19.96,-17.74,-22.37,-25.69,-22.92,-19.22,-20.15,-20.33,-19.78,-19.96,-19.41,-16.82,-17.74,-17.56,-15.71,-13.49,-11.28,-13.86,-13.12,-7.21,-5.73,-3.88,2.77,-2.03,0.92,6.1,2.77,4.62,7.21,-0.18,-7.02,-13.49,-7.58,-10.17,-7.21,-8.32,-6.1,-8.32
64,NVL,Bất động sản - Xây dựng,144860.25,0.0,0.11,-0.9,-2.92,-5.73,-5.06,-5.84,-6.18,-7.87,-10.11,-10.0,-11.8,-11.8,-10.11,-12.25,-11.24,-10.79,-11.24,-10.22,-10.11,-11.01,-11.24,-11.8,-12.25,-12.36,-11.24,-12.25,-11.24,-11.8,-11.8,-12.25,-13.03,-14.61,-14.27,-15.39,-15.28,-14.16,-12.36,-13.48,-14.61,-14.61,-14.04,-13.48,-13.26,-14.04,-13.93,-13.03,-13.93,-13.37,-7.42,-5.51,-5.84,-6.97,-6.07,-7.3,-7.3,-10.11,-10.0,-7.19,-2.81,-1.46,-3.03,-4.94,-4.04,-4.49,-2.81,-4.49,-5.51,-7.64,-7.87,-8.54,-10.0,-8.99,-10.0,-8.99,-8.65,-8.2,-7.87,-9.55,-8.76,-9.21,-11.8,-11.24,-11.57,-15.39,-15.73,-15.73,-12.02,-12.02,-12.36,-12.58,-14.16,-13.26,-11.35,-12.36,-11.91,-11.57,-12.36,-12.36,-11.35,-12.92,-14.27,-14.61,-14.16,-14.04,-13.48,-14.61,-13.93,-14.16,-12.92,-14.94,-15.17,-15.17,-15.17,-15.84,-16.85,-11.46,-15.62,-15.62,-16.29
65,PAN,Nông nghiệp,4579.27,0.0,3.32,2.04,1.02,-3.83,-8.67,-10.71,-13.14,-14.29,-20.28,-23.47,-23.21,-20.28,-21.56,-27.04,-25.51,-25.89,-26.02,-26.02,-23.85,-21.43,-20.92,-21.3,-21.05,-23.21,-22.58,-18.62,-18.62,-19.26,-17.98,-17.47,-17.35,-19.64,-18.75,-15.94,-16.58,-17.6,-15.56,-15.82,-13.27,-15.82,-16.58,-16.96,-19.26,-21.81,-21.56,-21.43,-20.79,-20.54,-20.03,-19.39,-18.62,-18.62,-18.62,-17.35,-15.43,-17.86,-19.01,-18.62,-18.24,-18.11,-19.52,-19.39,-22.7,-25.13,-23.98,-24.49,-25.13,-28.06,-31.12,-32.91,-33.93,-34.95,-39.41,-36.22,-35.46,-36.1,-34.69,-32.14,-33.42,-36.48,-40.82,-39.54,-39.29,-43.49,-47.45,-50.0,-46.56,-46.43,-46.43,-45.66,-46.81,-46.68,-44.39,-43.37,-40.56,-40.82,-41.71,-40.69,-41.45,-42.22,-41.84,-37.88,-33.55,-34.69,-35.46,-39.54,-38.14,-39.03,-39.8,-44.01,-47.83,-50.51,-50.0,-47.32,-47.45,-46.05,-46.17,-46.56,-47.19
66,PDR,Bất động sản - Xây dựng,35194.26,0.0,-1.05,-1.05,-1.9,-1.37,-2.32,-5.06,-4.54,-3.16,-8.76,-7.17,-5.8,-5.27,-5.27,-9.92,-5.06,-8.44,-7.7,-4.22,-4.01,-6.12,-4.22,-5.06,-4.96,-5.59,-5.06,-4.85,-2.95,-3.8,-3.8,-5.27,-5.06,-6.54,-7.7,-10.34,-10.86,-8.02,-7.17,-4.54,-5.59,-8.12,-7.17,-7.07,-7.49,-7.7,-8.97,-9.49,-8.86,-10.34,-4.11,-3.69,-4.75,-0.95,-0.63,-1.9,-2.95,-4.32,-5.59,-2.22,-2.0,-1.9,-1.9,-2.32,-4.01,-5.06,-4.01,-5.59,-8.65,-7.38,-9.49,-33.02,-33.12,-31.54,-34.6,-33.86,-34.6,-34.6,-34.49,-35.13,-35.13,-35.65,-37.45,-34.7,-35.97,-39.87,-43.46,-42.41,-39.87,-41.14,-43.04,-43.25,-44.09,-43.88,-44.3,-43.46,-42.72,-41.67,-42.19,-42.51,-42.83,-43.35,-43.35,-44.2,-44.41,-43.88,-44.41,-47.26,-47.36,-48.52,-46.41,-46.94,-47.36,-46.73,-45.36,-44.94,-44.62,-44.51,-44.09,-44.73,-45.36
67,PET,Dịch vụ,3273.11,0.0,2.07,9.09,9.09,2.2,2.34,1.24,-0.28,2.2,-3.31,-0.55,2.2,3.72,3.03,-2.62,-0.96,-2.07,-3.58,-3.31,3.31,4.82,4.27,5.37,7.44,14.88,13.36,17.77,25.9,27.82,23.97,32.64,41.87,44.63,44.63,54.55,51.52,52.07,46.56,48.76,53.17,42.7,40.5,44.35,44.63,38.57,34.16,40.22,46.01,41.87,47.93,49.31,59.5,63.91,73.55,81.82,77.96,72.18,73.28,85.4,86.78,76.31,64.19,75.48,63.64,52.34,62.26,65.29,66.67,76.31,72.73,65.29,53.72,42.98,33.06,26.72,29.75,30.58,36.36,34.99,29.48,20.52,12.12,8.54,5.1,-2.2,-8.95,-15.29,-9.37,-8.82,-8.82,-2.48,-2.48,1.93,8.95,8.95,13.5,13.5,12.95,12.12,19.83,22.59,24.24,26.45,26.45,23.97,15.29,7.3,4.68,-2.2,4.55,11.85,8.26,2.07,-4.96,1.65,1.93,5.79,4.41,3.31,3.58
68,PGD,Năng lượng,2870.94,0.0,0.0,-0.91,-1.06,-1.21,-2.42,-3.03,-5.3,-9.09,-8.18,-7.88,-10.45,-6.36,-8.64,-10.15,-10.61,-8.48,-10.3,-10.3,-4.09,-4.09,-6.36,-7.88,-6.97,-0.91,1.52,-3.33,-3.48,0.0,6.97,14.39,15.91,16.06,11.06,10.76,11.21,10.61,10.3,11.82,15.15,9.09,12.12,8.48,5.45,6.06,5.3,3.33,-0.76,0.91,0.0,2.12,2.42,3.64,3.64,1.52,1.82,1.21,0.45,2.88,1.52,3.33,3.48,5.45,3.64,2.42,0.76,6.06,6.06,6.82,14.24,6.97,8.94,1.52,-2.73,0.0,2.42,1.82,5.45,4.24,5.45,4.24,-2.73,0.0,0.0,-4.55,-7.58,-7.27,-4.85,-4.85,-4.39,-5.45,-4.55,-4.55,-4.55,-1.67,-1.82,0.0,0.61,0.61,2.12,0.0,3.03,3.03,7.27,9.09,5.45,4.85,6.06,2.12,6.82,6.52,5.3,4.55,0.0,1.52,-0.91,1.52,1.52,-2.42,-2.42
69,PGV,Năng lượng,29097.82,0.0,-0.24,-2.63,-2.39,-3.82,-3.34,-5.73,-5.25,-5.25,-6.44,-5.49,-6.92,-5.97,-5.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.48,-3.58,-4.53,-6.92,-6.92,-8.11,-9.79,-9.31,-10.02,-9.9,-10.26,-10.26,-10.74,-10.74,-11.69,-11.69,-13.13,-14.68,-13.6,-13.37,-16.71,-15.27,-15.27,-15.27,-15.27,-15.51,-15.51,-15.16,-13.6,-14.08,-14.32,-14.56,-15.75,-15.75,-16.71,-15.99,-16.47,-17.42,-17.9,-21.24,-20.41,-20.53,-20.53,-22.67,-24.58,-25.54,-26.25,-25.06,-22.67,-24.82,-25.42,-25.3,-23.87,-23.27,-23.15,-23.39,-24.82,-28.52,-31.03,-30.43,-30.07,-31.86,-32.34,-32.1,-29.83,-30.07,-30.79,-30.07,-31.74,-31.26,-31.26,-31.03,-30.19,-29.83,-25.78,-24.11,-24.11,-28.4,-27.45,-26.01,-25.78,-26.97,-31.86,-30.79,-32.22,-30.07,-32.58,-34.13,-35.68,-36.16,-38.07,-38.66,-38.66,-38.9,-38.9,-37.47
70,PHP,Công nghiệp - Hàng không,5819.89,0.0,-0.74,-1.86,0.37,-2.97,-4.09,-4.09,-6.69,-6.69,-15.24,-17.47,-14.87,-11.15,-11.15,-18.22,-15.61,-15.61,-14.5,-12.27,-4.46,-4.09,-3.35,-5.2,-4.09,-2.23,-1.86,-2.6,-1.86,-2.23,-1.86,-5.2,-4.09,-8.92,0.0,2.6,1.86,4.83,13.38,10.78,10.78,4.09,8.18,4.83,2.97,0.0,-0.74,0.0,-1.49,-0.74,1.12,0.0,0.37,1.86,0.74,-1.86,-2.6,-1.86,-3.35,-4.83,-4.46,-3.35,-5.58,-8.18,-9.67,-13.38,-9.67,-12.27,0.0,0.0,-14.87,-18.59,-22.68,-23.05,-28.62,-26.39,-23.42,-19.33,-18.22,-16.36,-17.84,-18.22,-26.39,-24.16,-23.79,-28.62,-31.23,-31.23,-29.37,-29.37,-28.62,-27.51,-27.14,-26.77,-25.65,-25.28,-24.91,-25.28,-26.02,-24.16,-25.65,-26.02,-25.65,-25.65,-24.91,-24.54,-26.02,-31.23,-31.23,-34.2,-31.6,-34.2,-35.69,-35.69,-36.06,-34.94,-34.94,-33.83,-33.83,-33.09,-33.83
71,PLC,Vật liệu,1955.3,0.0,0.45,-2.25,0.45,7.87,14.16,12.36,1.12,11.24,1.12,4.49,9.89,10.79,11.69,4.72,7.42,1.8,-8.31,-9.44,-5.62,-6.74,-4.49,-4.49,-3.37,-5.17,-4.94,-2.25,-1.12,0.22,1.8,0.0,1.8,1.12,0.67,4.72,4.94,5.17,7.87,6.97,9.44,2.47,3.6,2.92,5.62,2.7,4.27,4.27,3.6,4.49,8.99,8.99,9.21,9.21,11.91,12.36,15.06,12.36,8.31,4.94,6.29,10.11,10.56,8.76,4.94,-3.37,0.0,1.12,0.0,0.0,-17.75,-23.37,-22.7,-22.7,-30.34,-30.11,-24.72,-24.49,-23.6,-18.65,-19.1,-23.6,-31.24,-28.09,-26.74,-32.36,-39.1,-39.78,-33.93,-31.91,-31.91,-31.69,-31.69,-30.79,-25.84,-25.39,-25.39,-25.17,-23.82,-28.09,-28.99,-31.69,-33.03,-32.81,-29.89,-29.89,-31.46,-38.2,-38.65,-42.47,-41.57,-43.82,-49.44,-50.56,-49.44,-47.42,-46.97,-45.39,-43.82,-44.04,-45.62
72,PLX,Năng lượng,49759.04,0.0,-0.36,-0.72,0.72,-1.61,-3.22,-1.97,-3.04,-1.61,-4.11,-3.4,-3.4,-3.04,-1.97,-2.86,-2.68,1.97,1.97,0.36,5.01,5.19,6.26,8.23,6.26,7.69,5.55,5.55,7.33,6.98,7.16,10.91,11.81,13.42,11.63,11.45,9.66,10.02,12.34,9.3,13.24,9.66,12.7,9.66,3.76,0.0,0.18,0.54,-0.18,0.0,0.18,1.61,0.18,0.18,0.18,0.18,0.89,-1.61,-1.25,-1.43,0.54,0.36,0.18,1.25,0.54,-2.33,-2.15,-2.15,-2.15,-5.37,-8.77,-8.23,-10.02,-10.38,-16.64,-14.49,-13.6,-14.49,-14.13,-12.97,-14.85,-18.07,-23.79,-23.61,-25.76,-30.95,-33.18,-30.05,-25.22,-25.94,-27.55,-27.55,-28.0,-28.44,-25.94,-23.88,-23.79,-22.36,-21.29,-20.39,-22.18,-22.18,-19.68,-16.46,-16.19,-16.1,-19.5,-24.87,-22.9,-26.65,-24.78,-25.04,-29.79,-30.23,-29.34,-27.19,-27.01,-25.76,-25.22,-26.65,-27.91
73,PNJ,Dịch vụ,31071.39,0.0,-1.45,-1.97,-2.69,-3.42,-2.49,-3.94,-2.49,-2.69,-3.11,-3.32,-4.35,-2.59,-1.04,0.41,0.52,4.66,4.66,7.77,11.19,8.81,7.05,7.05,8.6,8.39,9.33,10.16,11.81,10.88,10.36,13.99,13.58,12.95,11.71,6.74,8.81,7.15,7.77,10.05,11.92,9.84,14.51,12.23,8.29,2.07,6.63,6.53,6.74,7.25,9.43,10.88,8.91,10.88,12.12,12.12,14.51,12.23,14.51,21.45,20.83,22.07,22.38,19.27,18.65,16.48,20.21,21.24,21.35,27.98,23.21,23.21,23.32,19.17,10.88,11.3,10.88,10.05,11.92,12.23,13.99,10.36,2.69,6.74,10.88,4.77,1.04,1.55,6.84,5.8,5.8,9.84,8.29,11.81,19.59,18.45,26.74,24.87,19.07,21.55,27.67,27.67,29.53,32.64,32.64,33.16,25.08,16.37,20.21,22.28,26.22,26.42,22.28,24.15,20.21,24.87,26.42,34.2,34.2,34.2,33.16
74,POM,Vật liệu,1969.3,0.0,-1.02,-1.02,-1.37,-2.73,-2.73,-4.44,-3.41,-5.12,-8.53,-14.68,-14.68,-11.95,-9.22,-14.68,-11.95,-11.26,-11.26,-11.6,-9.22,-3.07,3.41,1.71,1.37,-1.02,-1.71,-0.34,-0.34,-0.68,-1.37,-3.07,-1.71,-5.46,-4.44,0.0,-0.34,-1.02,5.8,4.44,7.51,2.39,4.78,3.07,0.68,-3.07,-2.39,-1.71,-2.73,-1.71,-1.71,-1.02,-1.37,-1.37,-1.02,-1.37,-2.39,-4.44,-6.14,-5.12,-4.78,-4.44,-5.46,-5.8,-7.17,-10.58,-10.92,-9.9,-12.63,-17.06,-19.11,-24.57,-28.33,-28.67,-33.11,-31.74,-28.67,-26.96,-24.91,-24.91,-27.99,-27.65,-32.7,-33.79,-32.42,-36.18,-40.61,-40.82,-38.23,-37.54,-38.57,-38.63,-38.91,-40.61,-40.07,-39.04,-36.45,-36.45,-37.06,-37.82,-38.57,-39.52,-39.39,-41.37,-40.68,-38.36,-38.36,-42.66,-44.64,-47.1,-46.62,-49.76,-51.19,-52.97,-51.6,-51.54,-50.85,-51.47,-51.06,-50.65,-51.88
75,POW,Năng lượng,31849.45,0.0,1.6,2.94,7.75,0.27,-0.27,-2.94,-9.63,-5.35,-11.76,-17.65,-15.78,-10.96,-10.96,-17.11,-11.5,-12.83,-12.3,-10.16,-4.55,-4.28,-4.81,-0.8,-2.14,-5.35,-3.21,-2.67,-0.53,-0.8,-1.6,-4.81,-2.94,-5.08,-4.55,-7.22,-6.68,-6.68,-8.02,-7.49,-8.82,-8.02,-10.43,-11.23,-13.64,-16.31,-12.3,-12.83,-12.83,-13.9,-13.37,-11.76,-9.63,-10.16,-11.23,-14.17,-13.1,-14.71,-15.24,-14.44,-13.37,-12.57,-12.3,-10.96,-13.37,-16.58,-16.04,-16.84,-21.39,-22.46,-27.81,-30.21,-28.88,-28.61,-33.42,-30.48,-30.75,-31.55,-29.68,-24.87,-24.33,-25.67,-30.75,-28.88,-29.41,-34.22,-38.77,-37.97,-33.69,-32.35,-31.55,-31.55,-31.82,-31.28,-28.34,-29.68,-28.61,-28.07,-27.54,-25.4,-27.54,-27.81,-26.2,-21.12,-17.65,-14.97,-19.79,-18.45,-18.45,-22.46,-17.65,-13.9,-19.79,-25.4,-30.48,-25.67,-27.54,-25.94,-25.67,-26.47,-27.27
76,PPC,Năng lượng,5674.85,0.0,-1.21,-1.81,-1.81,-0.81,-2.02,-4.84,-8.67,-7.66,-9.88,-10.08,-10.89,-9.48,-10.08,-11.29,-9.27,-10.48,-10.48,-8.87,-9.48,-8.27,-7.86,-8.06,-8.47,-9.68,-9.88,-9.88,-8.87,-9.27,-9.27,-9.48,-9.68,-10.89,-10.48,-10.08,-10.08,-10.28,-10.69,-9.68,-10.48,-10.89,-10.69,-10.69,-10.89,-11.49,-11.29,-11.49,-11.49,-11.9,-12.1,-11.69,-11.29,-11.29,-11.69,-10.48,-10.28,-11.09,-11.29,-11.69,-10.89,-10.89,-11.69,-11.69,-12.5,-13.71,-14.11,-14.92,-15.93,-18.15,-19.35,-19.96,-20.97,-20.36,-23.39,-23.39,-23.39,-23.39,-23.39,-23.39,-23.79,-24.6,-27.82,-28.23,-26.41,-28.83,-30.04,-28.83,-26.81,-27.02,-28.43,-28.63,-28.63,-29.03,-28.63,-28.23,-27.42,-28.63,-27.82,-22.98,-26.21,-26.41,-24.4,-20.56,-20.56,-21.17,-23.39,-27.02,-28.43,-28.83,-28.23,-27.22,-26.21,-27.82,-29.03,-28.63,-29.03,-29.23,-28.43,-29.03,-29.44
